Rating,Publication Cost,ISBN,Book Title,Year,Genres,Link,Total Revenue,Book URL
4.17,591.0,0060748125,When Nietzsche Wept,1992,"psychology, fiction, philosophy, historical-fiction, novels, literature, literature, american, roman, drama, romance",dir19/21031.When_Nietzsche_Wept.html,12950.0,https://www.goodreads.com/author/show/909675.Irvin_D_Yalom
3.68,9709.0,0224094157,The Sense of an Ending,2011,"fiction, book-club, contemporary, literary-fiction, literature, european-literature, british-literature, novels, adult-fiction, mystery, adult",dir19/10746542-the-sense-of-an-ending.html,77492.0,https://www.goodreads.com/author/show/1462.Julian_Barnes
3.81,1646.0,0060541814,The Andromeda Strain,1969,"science-fiction, thriller, science-fiction-fantasy, suspense, mystery, horror, fiction, medical",dir19/7670.The_Andromeda_Strain.html,124607.0,https://www.goodreads.com/author/show/5194.Michael_Crichton
4.34,362.0,0805210555,The Complete Stories,1946,"fiction, short-stories, classics, literature, european-literature, german-literature, philosophy, literature, 20th-century, horror, european-literature, czech-literature, fantasy",dir19/22904.The_Complete_Stories.html,15580.0,https://www.goodreads.com/author/show/5223.Franz_Kafka
3.94,1940.0,037571894X,"A Wild Sheep Chase (The Rat, #3)",1982,"fiction, cultural, japan, asian-literature, japanese-literature, magical-realism, fantasy, literature, contemporary, novels, mystery, cultural, asia",dir19/11298.A_Wild_Sheep_Chase.html,39580.0,https://www.goodreads.com/author/show/3354.Haruki_Murakami
4.13,911.0,0060728272,"Wolf Brother (Chronicles of Ancient Darkness, #1)",2004,"fantasy, young-adult, adventure, historical-fiction, fiction, childrens, animals, fantasy, magic, childrens, middle-grade, animals, wolves",dir19/295305.Wolf_Brother.html,11839.0,https://www.goodreads.com/author/show/119755.Michelle_Paver
3.57,2073.0,0451528522,The Invisible Man,1897,"classics, science-fiction, fiction, fantasy, horror, literature, science-fiction-fantasy, novels, literature, 19th-century, european-literature, british-literature",dir19/17184.The_Invisible_Man.html,53991.0,https://www.goodreads.com/author/show/880695.H_G_Wells
4.0,54.0,Unknown,Ordeal,2010,"paranormal, vampires, romance, paranormal-romance, romance, young-adult, fantasy, paranormal, fantasy",dir19/8434205-ordeal.html,110.0,https://www.goodreads.com/author/show/4078538.Tatyana_K_Varenko
4.76,223.0,1433502410,ESV Study Bible,2007,"religion, non-fiction, history, classics, christian, poetry, philosophy, parenting, religion, faith, religion, church",dir19/5031805-esv-study-bible.html,7343.0,https://www.goodreads.com/author/show/5158478.Anonymous
4.7,66.0,Unknown,Supernatural Hero,2013,childrens,dir19/18720887-supernatural-hero.html,114.0,https://www.goodreads.com/author/show/7363789.Eran_Gadot
3.85,2478.0,0316101842,"Nevermore (Maximum Ride, #8)",2012,"young-adult, fantasy, science-fiction, romance, adventure, fiction, fantasy, paranormal, science-fiction, dystopia, paranormal, angels, young-adult, teen",dir19/11946245-nevermore.html,19525.0,https://www.goodreads.com/author/show/3780.James_Patterson
4.2,745.0,0679889175,"First Test (Protector of the Small, #1)",1999,"fantasy, young-adult, fiction, fantasy, magic, young-adult, young-adult-fantasy, adventure, young-adult, teen, fantasy, high-fantasy, science-fiction-fantasy, childrens",dir19/153784.First_Test.html,30617.0,https://www.goodreads.com/author/show/8596.Tamora_Pierce
4.04,179.0,Unknown,"Yours Truly, Taddy (The Undergrad Years, #2)",2014,"new-adult, romance, romance, contemporary-romance, contemporary, adult-fiction, erotica, erotica, menage, romance, erotic-romance, humor, funny, adult, fiction",dir19/20567969-yours-truly-taddy.html,309.0,https://www.goodreads.com/author/show/6940334.Avery_Aster
4.04,3141.0,0385737637,Revolution,2010,"historical-fiction, young-adult, fiction, science-fiction, time-travel, fantasy, young-adult, teen, contemporary, romance, mystery, cultural, france",dir19/7558747-revolution.html,17876.0,https://www.goodreads.com/author/show/36346.Jennifer_Donnelly
4.03,1408.0,0141321318,"The Eternity Code (Artemis Fowl, #3)",2003,"fantasy, young-adult, fiction, science-fiction, adventure, childrens, fantasy, magic, fantasy, urban-fantasy, paranormal, fairies, science-fiction-fantasy",dir19/227865.The_Eternity_Code.html,65449.0,https://www.goodreads.com/author/show/10896.Eoin_Colfer
4.45,285.0,1585161780,Holy Bible,130,"christian, religion, non-fiction, reference, classics, religion, christianity, history, religion, theology, spirituality, christianity, lds",dir19/539387.Holy_Bible.html,3959.0,https://www.goodreads.com/author/show/5158478.Anonymous
4.0,2881.0,0670062278,"Eon (Eon, #1)",2008,"fantasy, young-adult, fantasy, dragons, fantasy, magic, fiction, adventure, fantasy, high-fantasy, young-adult, young-adult-fantasy, fantasy, mythology, young-adult, teen",dir19/2986865-eon.html,31921.0,https://www.goodreads.com/author/show/88685.Alison_Goodman
3.66,17103.0,1416589643,Little Bee,2008,"fiction, book-club, cultural, africa, historical-fiction, contemporary, adult-fiction, adult, novels, literary-fiction, european-literature, british-literature",dir19/6948436-little-bee.html,148159.0,https://www.goodreads.com/author/show/374590.Chris_Cleave
3.82,1692.0,7800605195,"The Secret Hour (Midnighters, #1)",2004,"young-adult, fantasy, fantasy, paranormal, science-fiction, fantasy, urban-fantasy, fiction, fantasy, supernatural, young-adult, teen, fantasy, magic",dir19/24766.The_Secret_Hour.html,21386.0,https://www.goodreads.com/author/show/13957.Scott_Westerfeld
4.05,689.0,0515134473,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",1998,"fantasy, urban-fantasy, paranormal, vampires, fantasy, paranormal, fantasy, romance, horror, romance, paranormal-romance, fiction, fantasy, supernatural, shapeshifters, werewolves",dir19/30242.Burnt_Offerings.html,44769.0,https://www.goodreads.com/author/show/9550.Laurell_K_Hamilton
4.32,810.0,0451225007,The Black Dagger Brotherhood,2006,"romance, paranormal-romance, paranormal, vampires, fantasy, paranormal, romance, fantasy, fantasy, urban-fantasy, adult, fiction, fantasy, supernatural, short-stories",dir19/2880715-the-black-dagger-brotherhood.html,20269.0,https://www.goodreads.com/author/show/20248.J_R_Ward
3.75,1206.0,Unknown,Oranges Are Not the Only Fruit,1985,"fiction, glbt, glbt, queer, glbt, lesbian, contemporary, european-literature, british-literature, literature, classics, novels, religion",dir19/15055.Oranges_Are_Not_the_Only_Fruit.html,26317.0,https://www.goodreads.com/author/show/9399.Jeanette_Winterson
4.04,575.0,045122681X,Rooftops of Tehran,2009,"historical-fiction, fiction, cultural, iran, book-club, romance, cultural, cultural, asia",dir19/6001011-rooftops-of-tehran.html,3894.0,https://www.goodreads.com/author/show/2747995.Mahbod_Seraji
4.33,336.0,1930900244,The Brothers Lionheart,1973,"fantasy, childrens, classics, fiction, european-literature, swedish-literature, european-literature, scandinavian-literature, adventure, young-adult, novels, cultural, sweden",dir19/19312.The_Brothers_Lionheart.html,11613.0,https://www.goodreads.com/author/show/410653.Astrid_Lindgren
3.95,1113.0,0345487133,Earth Abides,1949,"science-fiction, apocalyptic, post-apocalyptic, fiction, science-fiction, apocalyptic, science-fiction, dystopia, classics, science-fiction-fantasy, speculative-fiction, novels, adventure, survival",dir19/93269.Earth_Abides.html,12993.0,https://www.goodreads.com/author/show/53501.George_R_Stewart
3.84,686.0,038531387X,Deliverance,1970,"fiction, classics, thriller, adventure, horror, literature, novels, american, southern, suspense, literary-fiction",dir19/592657.Deliverance.html,19727.0,https://www.goodreads.com/author/show/31457.James_Dickey
4.19,1223.0,0399244565,"The Icebound Land (Ranger's Apprentice, #3)",2007,"adventure, fiction, young-adult, fantasy, young-adult, teen, action, childrens, historical-fiction, medieval, young-adult, young-adult-fantasy, historical-fiction",dir19/127823.The_Icebound_Land.html,33384.0,https://www.goodreads.com/author/show/34049.John_Flanagan
3.83,847.0,0140382623,Pinocchio,1880,"classics, fantasy, childrens, fiction, european-literature, italian-literature, fantasy, fairy-tales, adventure, cultural, italy, young-adult, literature",dir19/180617.Pinocchio.html,37711.0,https://www.goodreads.com/author/show/15123.Carlo_Collodi
4.35,1678.0,0930289455,Batman,1988,"sequential-art, comics, sequential-art, graphic-novels, dc-comics, batman, fiction, graphic-novels-comics, comics, comic-book, comics, superheroes, superheroes, dc-comics, mystery, crime, fantasy",dir19/96358.Batman.html,74517.0,https://www.goodreads.com/author/show/3961.Alan_Moore
4.0,2102.0,1405204265,The Tao of Pooh,1982,"philosophy, non-fiction, religion, spirituality, self-help, religion, taoism, humor, classics, inspirational, religion, buddhism",dir19/48757.The_Tao_of_Pooh.html,55954.0,https://www.goodreads.com/author/show/27397.Benjamin_Hoff
4.2,1483.0,0061449121,"Plague (Gone, #4)",2010,"science-fiction, dystopia, science-fiction, young-adult, fiction, fantasy, fantasy, paranormal, horror, fantasy, supernatural, adventure, romance",dir19/6686101-plague.html,28280.0,https://www.goodreads.com/author/show/1599723.Michael_Grant
4.19,152.0,1567313450,All Creatures Great and Small & All Things Bright and Beautiful,1972,"non-fiction, animals, classics, biography, autobiography, memoir, humor, short-stories, adult, biography-memoir, childrens",dir19/32087.All_Creatures_Great_and_Small_All_Things_Bright_and_Beautiful.html,7739.0,https://www.goodreads.com/author/show/18062.James_Herriot
4.1,73.0,Unknown,"The Steward (Weald Fae Journals, #1)",2012,"fantasy, fantasy, urban-fantasy, young-adult, fairies, fae, fantasy, magic, fiction, fantasy, paranormal, romance, paranormal, fairies, fantasy, mythology",dir19/16031258-the-steward.html,324.0,https://www.goodreads.com/author/show/6534462.Christopher_Shields
3.49,2523.0,0007251866,The Witch Of Portobello,1386,"fiction, philosophy, novels, spirituality, book-club, inspirational, fantasy, literature, religion, mystery",dir19/816720.The_Witch_Of_Portobello.html,41915.0,https://www.goodreads.com/author/show/566.Paulo_Coelho
4.32,3035.0,Unknown,"Beneath This Man (This Man, #2)",2013,"romance, adult-fiction, erotica, romance, contemporary-romance, erotica, bdsm, contemporary, adult, romance, erotic-romance, new-adult, love, fiction",dir19/18149927-beneath-this-man.html,49394.0,https://www.goodreads.com/author/show/6576110.Jodi_Ellen_Malpas
4.07,3735.0,1878424505,The Four Agreements,1997,"spirituality, philosophy, inspirational, religion, book-club, non-fiction, self-help, adult, leadership, philosophy, metaphysics",dir19/6596.The_Four_Agreements.html,69588.0,https://www.goodreads.com/author/show/4402.Miguel_Ruiz
3.82,6801.0,0316122386,The Statistical Probability of Love at First Sight,2011,"contemporary, young-adult, romance, young-adult, teen, family, drama, realistic-fiction, young-adult, high-school, young-adult, young-adult-romance, young-adult, coming-of-age",dir19/10798416-the-statistical-probability-of-love-at-first-sight.html,65347.0,https://www.goodreads.com/author/show/805184.Jennifer_E_Smith
4.02,377.0,0872205541,The Trial and Death of Socrates,-400,"philosophy, classics, non-fiction, history, literature, ancient, academic, college, politics, cultural, greece, academic, read-for-school, classics, classic-literature",dir19/22632.The_Trial_and_Death_of_Socrates.html,18712.0,https://www.goodreads.com/author/show/879.Plato
3.8,2302.0,0061159174,The Known World,2003,"fiction, historical-fiction, book-club, cultural, african-american, literature, literary-fiction, novels, american, southern, contemporary, literature, american",dir19/67.The_Known_World.html,22519.0,https://www.goodreads.com/author/show/33.Edward_P_Jones
3.97,123.0,0925776254,"Ethereal Fury (Gemini Rising, #1)",2013,"fantasy, paranormal, fantasy, young-adult, science-fiction, dystopia, romance, paranormal-romance, science-fiction, romance, paranormal, demons, fiction",dir19/17977415-ethereal-fury.html,200.0,https://www.goodreads.com/author/show/7036526.Jessica_O_Gorek
4.22,51.0,0517072459,Selected Poems,1937,"poetry, classics, literature, american, fiction, literature, academic, school, anthologies, collections, academic, college, reference, young-adult, high-school",dir19/316943.Selected_Poems.html,2757.0,https://www.goodreads.com/author/show/7715.Robert_Frost
4.11,1997.0,044101268X,"Furies of Calderon (Codex Alera, #1)",2004,"fantasy, fiction, fantasy, epic-fantasy, fantasy, high-fantasy, fantasy, magic, science-fiction-fantasy, adventure",dir19/29396.Furies_of_Calderon.html,44851.0,https://www.goodreads.com/author/show/10746.Jim_Butcher
4.33,192.0,1934169579,The Complete Fairy Tales,1888,"classics, fantasy, fantasy, fairy-tales, fiction, short-stories, childrens, literature, literature, 19th-century, european-literature, irish-literature, young-adult",dir19/163716.The_Complete_Fairy_Tales.html,7629.0,https://www.goodreads.com/author/show/3565.Oscar_Wilde
3.8,8963.0,1843913720,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,2009,"book-club, humor, contemporary, historical-fiction, fiction, adventure",dir19/13486632-the-hundred-year-old-man-who-climbed-out-of-the-window-and-disappeared.html,59798.0,https://www.goodreads.com/author/show/3222554.Jonas_Jonasson
4.47,943.0,1439123128,"Demon from the Dark (Immortals After Dark, #10)",2010,"romance, paranormal-romance, fantasy, paranormal, romance, paranormal, vampires, paranormal, demons, fantasy, paranormal, witches, adult, fantasy, urban-fantasy, fantasy, magic",dir19/7098304-demon-from-the-dark.html,25044.0,https://www.goodreads.com/author/show/4428.Kresley_Cole
3.79,3381.0,0545060397,"The Maze of Bones (The 39 Clues, #1)",2008,"mystery, adventure, young-adult, fiction, childrens, fantasy, childrens, middle-grade, childrens, juvenile, action, realistic-fiction",dir19/2921082-the-maze-of-bones.html,42730.0,https://www.goodreads.com/author/show/15872.Rick_Riordan
4.15,501.0,0192838628,"The Forsyte Saga (The Forsyte Chronicles, #1-3)",1920,"classics, fiction, historical-fiction, european-literature, british-literature, literature, romance, classics, classic-literature, literature, 20th-century, novels, literary-fiction",dir19/103159.The_Forsyte_Saga.html,10150.0,https://www.goodreads.com/author/show/7419.John_Galsworthy
4.16,1430.0,0446520594,"Many Lives, Many Masters",1988,"non-fiction, spirituality, psychology, spirituality, new-age, self-help, book-club, philosophy, philosophy, metaphysics, autobiography, memoir, biography",dir19/34452.Many_Lives_Many_Masters.html,15554.0,https://www.goodreads.com/author/show/72099.Brian_L_Weiss
4.04,520.0,0552154164,"Jingo (Discworld, #21)",1997,"humor, comedy, fantasy, humor, funny, science-fiction-fantasy, novels, science-fiction, fantasy, magic, humor, european-literature, british-literature, mystery",dir19/47990.Jingo.html,28340.0,https://www.goodreads.com/author/show/1654.Terry_Pratchett
3.85,421.0,0099271494,"Blood And Gold (The Vampire Chronicles, #8)",2001,"paranormal, vampires, horror, fantasy, fiction, fantasy, paranormal, fantasy, supernatural, fantasy, urban-fantasy, occult, adult, literature, american",dir19/31341.Blood_And_Gold.html,22895.0,https://www.goodreads.com/author/show/7577.Anne_Rice
4.0,1086.0,1842430343,Skinny Legs and All,1990,"fiction, humor, literature, novels, contemporary, fantasy, book-club, literature, american, humor, comedy",dir19/9370.Skinny_Legs_and_All.html,29724.0,https://www.goodreads.com/author/show/197.Tom_Robbins
4.12,1136.0,0553578529,"Into the Wilderness (Wilderness, #1)",1998,"historical-fiction, romance, fiction, romance, historical-romance, adventure, adult, literature, 18th-century, adult-fiction, western, outdoors, wilderness",dir19/72854.Into_the_Wilderness.html,16707.0,https://www.goodreads.com/author/show/41193.Sara_Donati
4.26,993.0,0786939532,"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",1990,"dungeons-and-dragons, forgotten-realms, fiction, fantasy, high-fantasy, science-fiction-fantasy, fantasy, epic-fantasy, adventure, fantasy, magic, fantasy",dir19/50027.Homeland.html,32023.0,https://www.goodreads.com/author/show/1023510.R_A_Salvatore
4.23,1313.0,0441328091,"The Hero and the Crown (Damar, #1)",1984,"fantasy, childrens, young-adult, science-fiction-fantasy, speculative-fiction, young-adult, coming-of-age, action, childrens, middle-grade, epic, fiction",dir19/77366.The_Hero_and_the_Crown.html,32139.0,https://www.goodreads.com/author/show/5339.Robin_McKinley
3.79,10194.0,0385342306,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",2009,"mystery, book-club, historical-fiction, young-adult, mystery, crime, adult, thriller, mystery-thriller",dir19/6218281-the-sweetness-at-the-bottom-of-the-pie.html,73970.0,https://www.goodreads.com/author/show/1074866.Alan_Bradley
4.0,701.0,0425201449,"The Body Farm (Kay Scarpetta, #5)",1994,"mystery, mystery, crime, fiction, thriller, thriller, mystery-thriller, suspense, mystery, murder-mystery, mystery, detective, adult, adult-fiction",dir20/6539.The_Body_Farm.html,40528.0,https://www.goodreads.com/author/show/1025097.Patricia_Cornwell
4.04,4101.0,0749080973,"The Winter Sea (Slains, #1)",2008,"historical-fiction, romance, fiction, science-fiction, time-travel, cultural, scotland, fantasy, romance, historical-romance, book-club, contemporary, adult-fiction",dir20/3392089-the-winter-sea.html,31367.0,https://www.goodreads.com/author/show/486812.Susanna_Kearsley
4.13,5859.0,006621131X,Just Kids,2010,"non-fiction, autobiography, memoir, biography, music, art, book-club, biography-memoir, new-york, poetry, biography, autobiography",dir20/341879.Just_Kids.html,62586.0,https://www.goodreads.com/author/show/196092.Patti_Smith
3.86,1566.0,0375757910,The Man Who Was Thursday,1908,"fiction, classics, mystery, fantasy, literature, philosophy, novels, european-literature, british-literature, mystery, crime",dir20/184419.The_Man_Who_Was_Thursday.html,15433.0,https://www.goodreads.com/author/show/7014283.G_K_Chesterton
4.23,705.0,0440244447,"Midnight Rising (Midnight Breed, #4)",2008,"romance, paranormal-romance, paranormal, vampires, fantasy, paranormal, romance, fantasy, fantasy, urban-fantasy, adult, fiction, fantasy, supernatural, contemporary",dir20/1928873.Midnight_Rising.html,21979.0,https://www.goodreads.com/author/show/375626.Lara_Adrian
3.57,2329.0,0670021482,The Solitude of Prime Numbers,2008,"fiction, contemporary, european-literature, italian-literature, romance, cultural, italy, novels, book-club, literature, drama, roman",dir20/6613956-the-solitude-of-prime-numbers.html,20819.0,https://www.goodreads.com/author/show/493232.Paolo_Giordano
3.71,3639.0,0385742886,"The Kill Order (Maze Runner, #0.5)",2012,"young-adult, science-fiction, dystopia, science-fiction, fiction, fantasy, apocalyptic, post-apocalyptic, adventure, young-adult, teen, science-fiction, apocalyptic, action",dir20/13089710-the-kill-order.html,41848.0,https://www.goodreads.com/author/show/348878.James_Dashner
4.65,349.0,1401210821,"The Absolute Sandman, Vol. 1",2006,"sequential-art, graphic-novels, sequential-art, comics, fantasy, fiction, horror, graphic-novels-comics, comics, comic-book, fantasy, mythology, fantasy, urban-fantasy, science-fiction-fantasy",dir20/23753.The_Absolute_Sandman_Vol_1.html,9222.0,https://www.goodreads.com/author/show/1221698.Neil_Gaiman
3.88,1044.0,0486282228,Pygmalion,1912,"classics, plays, fiction, drama, academic, school, literature, plays, theatre, european-literature, british-literature, romance, humor",dir20/7714.Pygmalion.html,54480.0,https://www.goodreads.com/author/show/5217.George_Bernard_Shaw
3.91,1751.0,0375724834,Motherless Brooklyn,1999,"fiction, mystery, novels, mystery, crime, book-club, new-york, contemporary, literature, literature, american",dir20/328854.Motherless_Brooklyn.html,19970.0,https://www.goodreads.com/author/show/6404.Jonathan_Lethem
4.32,854.0,0060525592,"Fire and Ice (Warriors, #2)",2003,"fantasy, animals, young-adult, fiction, animals, cats, adventure, childrens, childrens, middle-grade, animals, animal-fiction, action",dir20/275000.Fire_and_Ice.html,20384.0,https://www.goodreads.com/author/show/27498.Erin_Hunter
4.03,2025.0,0312599072,"Infinity (Chronicles of Nick, #1)",2010,"young-adult, fantasy, paranormal, fantasy, fantasy, urban-fantasy, paranormal, vampires, horror, zombies, paranormal, demons, fantasy, supernatural, romance",dir20/6696602-infinity.html,24393.0,https://www.goodreads.com/author/show/4430.Sherrilyn_Kenyon
3.8,9560.0,0007230206,"Wolf Hall (Thomas Cromwell, #1)",2009,"historical-fiction, fiction, book-club, european-literature, british-literature, literature, literary-fiction, novels, adult-fiction, adult, contemporary",dir20/6101138-wolf-hall.html,73729.0,https://www.goodreads.com/author/show/58851.Hilary_Mantel
3.66,3526.0,0060541431,"13 Little Blue Envelopes (Little Blue Envelope, #1)",2005,"young-adult, romance, fiction, contemporary, womens-fiction, chick-lit, realistic-fiction, travel, young-adult, teen, adventure",dir20/17020.13_Little_Blue_Envelopes.html,55705.0,https://www.goodreads.com/author/show/10317.Maureen_Johnson
4.21,1394.0,0061783161,"Eternal Kiss of Darkness (Night Huntress World, #2)",2010,"paranormal, vampires, romance, paranormal-romance, fantasy, paranormal, romance, fantasy, urban-fantasy, fantasy, adult, fiction, fantasy, supernatural, fantasy, magic",dir20/6871616-eternal-kiss-of-darkness.html,25475.0,https://www.goodreads.com/author/show/669810.Jeaniene_Frost
4.31,91.0,0449912442,The Black Obelisk,1956,"classics, fiction, european-literature, german-literature, war, historical-fiction, novels, cultural, germany, literature, 20th-century",dir20/1297123.The_Black_Obelisk.html,4145.0,https://www.goodreads.com/author/show/4116.Erich_Maria_Remarque
3.52,2306.0,0393308804,Wide Sargasso Sea,1966,"fiction, classics, historical-fiction, literature, novels, academic, school, literature, 20th-century, literary-fiction, feminism, gothic",dir20/481558.Wide_Sargasso_Sea.html,28686.0,https://www.goodreads.com/author/show/25022.Jean_Rhys
3.92,1305.0,0060855908,"Equal Rites (Discworld, #3)",1987,"humor, fiction, fantasy, humor, comedy, science-fiction-fantasy, fantasy, magic, humor, funny, paranormal, witches, science-fiction, novels",dir20/34507.Equal_Rites.html,62814.0,https://www.goodreads.com/author/show/1654.Terry_Pratchett
4.16,1670.0,0316057800,"The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society, #2)",2008,"mystery, fiction, young-adult, adventure, childrens, fantasy, childrens, middle-grade, childrens, juvenile, science-fiction, realistic-fiction",dir20/2159225.The_Mysterious_Benedict_Society_and_the_Perilous_Journey.html,21017.0,https://www.goodreads.com/author/show/47672.Trenton_Lee_Stewart
3.92,1842.0,0316025054,North of Beautiful,2009,"young-adult, romance, contemporary, realistic-fiction, fiction, young-adult, teen, womens-fiction, chick-lit, young-adult, high-school, family, travel",dir20/3238153-north-of-beautiful.html,25253.0,https://www.goodreads.com/author/show/190922.Justina_Chen
3.75,1497.0,1400033837,A Thousand Acres,2003,"fiction, literary-fiction, contemporary, book-club, literature, novels, adult-fiction, family, academic, school, adult",dir20/41193.A_Thousand_Acres.html,35269.0,https://www.goodreads.com/author/show/1339.Jane_Smiley
4.37,1300.0,1423118243,"The Exiled Queen (Seven Realms, #2)",2010,"fantasy, young-adult, fantasy, magic, romance, fantasy, high-fantasy, adventure, young-adult, young-adult-fantasy, fiction, fantasy, epic-fantasy, young-adult, teen",dir20/7801229-the-exiled-queen.html,20335.0,https://www.goodreads.com/author/show/125308.Cinda_Williams_Chima
4.07,4165.0,0810994739,"Rodrick Rules (Diary of a Wimpy Kid, #2)",2007,"realistic-fiction, fiction, childrens, young-adult, humor, funny, sequential-art, graphic-novels, childrens, middle-grade",dir20/1809465.Rodrick_Rules.html,61801.0,https://www.goodreads.com/author/show/221559.Jeff_Kinney
3.85,882.0,0441104029,"Children of Dune (Dune Chronicles, #3)",1976,"science-fiction, fiction, fantasy, science-fiction-fantasy, classics, science-fiction, space-opera, speculative-fiction, novels, epic, religion",dir20/112.Children_of_Dune.html,54344.0,https://www.goodreads.com/author/show/58.Frank_Herbert
4.46,1615.0,0441020429,"Magic Slays (Kate Daniels, #5)",2011,"fantasy, urban-fantasy, fantasy, fantasy, paranormal, paranormal, vampires, fantasy, magic, romance, romance, paranormal-romance, paranormal, shapeshifters, shapeshifters, werewolves, adult",dir20/8559047-magic-slays.html,28451.0,https://www.goodreads.com/author/show/21748.Ilona_Andrews
4.03,3210.0,0767903862,In a Sunburned Country,2000,"non-fiction, humor, history, autobiography, memoir, humor, funny, cultural, australia, book-club, travel, travelogue, biography, travel",dir20/24.In_a_Sunburned_Country.html,47411.0,https://www.goodreads.com/author/show/7.Bill_Bryson
4.23,1831.0,0062012010,"Dreamless (Starcrossed, #2)",2012,"fantasy, mythology, young-adult, fantasy, romance, fantasy, paranormal, mythology, greek-mythology, romance, paranormal-romance, fantasy, supernatural",dir20/12995284-dreamless.html,22201.0,https://www.goodreads.com/author/show/3406550.Josephine_Angelini
3.91,2032.0,1595143424,"Virals (Virals, #1)",2010,"young-adult, mystery, science-fiction, fiction, adventure, fantasy, mystery, crime, fantasy, paranormal, action, young-adult, teen",dir20/7800188-virals.html,23356.0,https://www.goodreads.com/author/show/26372.Kathy_Reichs
3.93,4496.0,Unknown,"Taking Chances (Taking Chances, #1)",2012,"new-adult, romance, young-adult, contemporary, romance, contemporary-romance, academic, college, womens-fiction, chick-lit, drama, love, fiction",dir20/15739018-taking-chances.html,32384.0,https://www.goodreads.com/author/show/6436698.Molly_McAdams
3.86,1787.0,0142401765,Keeping the Moon,1999,"young-adult, romance, contemporary, womens-fiction, chick-lit, realistic-fiction, fiction, young-adult, teen",dir20/104378.Keeping_the_Moon.html,40205.0,https://www.goodreads.com/author/show/2987.Sarah_Dessen
4.43,678.0,0553212419,Sherlock Holmes,1927,"classics, mystery, fiction, short-stories, mystery, crime, mystery, detective, literature, historical-fiction",dir20/3581.Sherlock_Holmes.html,11133.0,https://www.goodreads.com/author/show/2448.Arthur_Conan_Doyle
3.46,10129.0,0670020559,"The Magicians (The Magicians, #1)",2009,"fantasy, fiction, fantasy, magic, fantasy, urban-fantasy, science-fiction-fantasy, book-club, young-adult, adult",dir20/6101718-the-magicians.html,87274.0,https://www.goodreads.com/author/show/142270.Lev_Grossman
4.03,1737.0,0876850867,Post Office,1971,"fiction, classics, literature, novels, literature, american, contemporary, humor, literature, 20th-century, poetry, dark",dir20/51504.Post_Office.html,43917.0,https://www.goodreads.com/author/show/13275.Charles_Bukowski
3.91,1403.0,0743437314,"The Merchant of Death (Pendragon, #1)",2002,"fantasy, young-adult, science-fiction, adventure, fiction, young-adult, teen, young-adult, young-adult-fantasy, childrens, fantasy, magic, childrens, middle-grade",dir20/833710.The_Merchant_of_Death.html,27265.0,https://www.goodreads.com/author/show/74046.D_J_MacHale
4.27,3895.0,1442408928,Aristotle and Dante Discover the Secrets of the Universe,2012,"young-adult, contemporary, glbt, fiction, realistic-fiction, romance",dir20/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe.html,20914.0,https://www.goodreads.com/author/show/4841310.Benjamin_Alire_S_enz
4.08,665.0,057114456X,Immortality,1990,"fiction, literature, european-literature, czech-literature, novels, philosophy, contemporary, classics, cultural, france, literature, 20th-century, book-club",dir20/28634.Immortality.html,15958.0,https://www.goodreads.com/author/show/6343.Milan_Kundera
4.26,1031.0,0307582396,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)",2009,"mystery, fiction, young-adult, adventure, childrens, fantasy, childrens, middle-grade",dir20/6164358-the-mysterious-benedict-society-and-the-prisoner-s-dilemma.html,16521.0,https://www.goodreads.com/author/show/47672.Trenton_Lee_Stewart
4.01,531.0,0345298349,"Gorky Park (Arkady Renko, #1)",1980,"mystery, fiction, thriller, mystery, crime, cultural, russia, thriller, mystery-thriller, spy-thriller, espionage, suspense, mystery, detective",dir20/762806.Gorky_Park.html,33680.0,https://www.goodreads.com/author/show/8258.Martin_Cruz_Smith
3.83,2303.0,1606840576,"The Dark Divine (The Dark Divine, #1)",2009,"young-adult, fantasy, paranormal, shapeshifters, werewolves, fantasy, romance, romance, paranormal-romance, fantasy, supernatural, fiction, fantasy, urban-fantasy, young-adult, teen",dir20/6380822-the-dark-divine.html,28577.0,https://www.goodreads.com/author/show/2891503.Bree_Despain
3.95,124.0,1480236292,"Trust (Trust Trilogy, #1)",2012,"romance, adult-fiction, erotica, contemporary, dark, romance, contemporary-romance, romance, erotic-romance, new-adult, adult, suspense, adult-fiction",dir20/16160314-trust.html,361.0,https://www.goodreads.com/author/show/6583811.Cristiane_Serruya
4.17,8.0,1937053539,Awoken,2013,"fantasy, young-adult",dir20/16064647-awoken.html,41.0,https://www.goodreads.com/author/show/6925438.Timothy_Miller
4.77,17.0,Unknown,Meeting With Christ and Other Poems,2013,poetry,dir20/18334644-meeting-with-christ-and-other-poems.html,56.0,https://www.goodreads.com/author/show/7223069.Deepak_Chaswal
